,Table,Catalogue,Data Item Description,Series Type,Series ID,Freq.,Series Start,Series End,No. Obs.,Unit,Data Type,Collection Month
11695,TABLE 47. The Long Term Loans and Placements Market ($ million),5232.0 Australian National Accounts: Finance and Wealth,Amounts outstanding at end of period ;  State and local general government ;  Total (Counterparty sectors) ;,Original,A3431927L,Quarter,1988-06-01,2023-12-01,143,$ Millions,STOCK_CLOSE,3
35160,"TABLE 47. Value of Building Work by Sector, Northern Territory: Original","8752.0 Building Activity, Australia",Value of work commenced ;  Northern Territory ;  Total Sectors ;  Total Residential ;  Alterations and additions including conversions ;,Original,A83798037A,Quarter,1973-09-01,2023-12-01,202,$'000,FLOW,3
2890,TABLE 48. The Listed Shares and Other Equity Market ($ million),5232.0 Australian National Accounts: Finance and Wealth,Net transactions during period ;  Other broad money Institutions ;  Life insurance corporations ;,Original,A3368588V,Quarter,1988-06-01,2023-12-01,143,$ Millions,FLOW,3
36968,"TABLE 48. Value of Building Work by Sector, Australian Capital Territory: Original","8752.0 Building Activity, Australia",Value of work done during quarter ;  Australian Capital Territory ;  Private Sector ;  Total Non-residential ;  Total (Type of Work) ;,Original,A83799531A,Quarter,1974-09-01,2023-12-01,198,$'000,FLOW,3
3120,TABLE 49. The Unlisted Shares and Other Equity Market ($ million),5232.0 Australian National Accounts: Finance and Wealth,Net transactions during period ;  Authorised deposit taking Institutions ;  Households ;,Original,A3366077F,Quarter,1988-06-01,2023-12-01,143,$ Millions,FLOW,3
36361,"TABLE 49. Value of Building Work Under Construction, by Sector, States and Territories: Original","8752.0 Building Activity, Australia",Value of work under construction ;  Northern Territory ;  Total (Type of Work) ;  Total Residential ;  Private Sector ;,Original,A83799335T,Quarter,1984-09-01,2023-12-01,158,$'000,STOCK_CLOSE,3
29180,"TABLE 5. Average Weekly Earnings, Private Sector - Australia (Dollars) - Seasonally Adjusted","6302.0 Average Weekly Earnings, Australia",Earnings; Males; Full Time; Adult; Total earnings ;  Private sector ;,Seasonally Adjusted,A84985845X,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
48738,"TABLE 5. CPI: Groups, Index Numbers by Capital City","6401.0 Consumer Price Index, Australia",Index Numbers ;  Health ;  Canberra ;,Original,A2331106K,Quarter,1989-09-01,2023-12-01,138,Index Numbers,INDEX,3
30850,TABLE 5. GOODS AND SERVICES: CHAIN VOLUME MEASURES AND INDEXES - QUARTER,"5302.0 Balance of Payments and International Investment Position, Australia",Chain Volume Measures ;  Goods credits ;,Original,A3533957K,Quarter,1959-09-01,2023-12-01,258,$ Millions,FLOW,3
53654,"TABLE 5. GOODS CREDITS, Seasonally adjusted, Current prices",5368.0 International Trade in Goods,Machinery ;,Seasonally Adjusted,A2718592X,Month,1971-07-01,2024-02-01,632,$ Millions,FLOW,1
43173,"TABLE 5. INCOME FROM SALES OF GOODS AND SERVICES, Chain volume measures, Percentage change from previous quarter","5676.0 Business Indicators, Australia","Sales quarterly percentage change ;  Total (State) ;  Transport, postal and warehousing ;  Chain Volume Measures ;  TOTAL (SCP_SCOPE) ;",Seasonally Adjusted,A3538897K,Quarter,2000-12-01,2023-12-01,93,Percent,PERCENT,3
84980,"TABLE 5. MINERAL EXPLORATION, (Other than for petroleum) - Expenditure by mineral sought","8412.0 Mineral and Petroleum Exploration, Australia","Expenditure ;  Victoria ;  Nickel, cobalt ;  Total deposits ;",Original,A2266909T,Quarter,1988-09-01,2023-12-01,142,$ Millions,FLOW,3
1914,"TABLE 5. Non-Financial Corporations Capital Account, Current prices ($ million)",5232.0 Australian National Accounts: Finance and Wealth,Net saving ;,Original,A83822775L,Quarter,1988-09-01,2023-12-01,142,$ Millions,DERIVED,3
84783,"TABLE 5. PUBLIC UNIT TRUSTS, Unconsolidated assets, Amounts outstanding at end of period","5655.0 Managed Funds, Australia","TOTAL ASSETS, Assets (held) in Australia, Equities, Shares issued by, Unlisted, Non-financial corporations ;",Original,A3582021R,Quarter,1988-06-01,2023-12-01,143,$ Millions,STOCK_CLOSE,3
9825,TABLE 50. Accounts Payable/Receivable ($ million),5232.0 Australian National Accounts: Finance and Wealth,Net transactions during period ;  Liabilities ;  Other accounts payable ;  National general government ;  Life insurance corporations ;,Original,A3540524K,Quarter,1988-06-01,2023-12-01,143,$ Millions,FLOW,3
35866,"TABLE 50. Value of Building Work Yet to be Done, by Sector, States and Territories: Original","8752.0 Building Activity, Australia",Value of work yet to be done ;  South Australia ;  New ;  Total Residential ;  Private Sector ;,Original,A83791572A,Quarter,1984-09-01,2023-12-01,158,$'000,STOCK_CLOSE,3
86503,"TABLE 51. Estimated Resident Population By Single Year Of Age, New South Wales","3101.0 National, state and territory population",Estimated Resident Population ;  Male ;  81 ;,Original,A2156577X,Annual,1971-06-01,2023-06-01,53,Persons,STOCK,12
10706,TABLE 51. Financial Accounts Summary of Authorised Deposit taking Institution Deposits and Lending Split by Household Subsectors ($ million),5232.0 Australian National Accounts: Finance and Wealth,Amounts outstanding at end of period ;  Assets ;  Persons ;  Deposits ;  Authorised deposit taking institutions ;,Original,A3571757A,Quarter,1988-06-01,2023-12-01,143,$ Millions,STOCK_CLOSE,3
35076,"TABLE 51. Value of Non-residential Building Work Done, by Sector, Australia: Original","8752.0 Building Activity, Australia",Value of work done during quarter ;  Private Sector ;  Education buildings ;,Original,A772048L,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
89047,"TABLE 52. Estimated Resident Population By Single Year Of Age, Victoria","3101.0 National, state and territory population",Estimated Resident Population ;  Female ;  7 ;,Original,A2156907C,Annual,1971-06-01,2023-06-01,53,Persons,STOCK,12
1891,TABLE 52. Financial Accounts Summary of Loan Outstandings to Households for Housing by Type of Lending Institution ($ million),5232.0 Australian National Accounts: Finance and Wealth,Amounts outstanding at end of period ;  Total economy ;,Original,A3571775F,Quarter,1988-09-01,2023-12-01,142,$ Millions,STOCK_CLOSE,3
37111,"TABLE 52. Value of Non-residential Building Work Done, by Sector, New South Wales: Original","8752.0 Building Activity, Australia",Value of work done during quarter ;  New South Wales ;  Private Sector ;  Health buildings ;,Original,A832686J,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
88638,"TABLE 53. Estimated Resident Population By Single Year Of Age, Queensland","3101.0 National, state and territory population",Estimated Resident Population ;  Male ;  2 ;,Original,A2157104T,Annual,1971-06-01,2023-06-01,53,Persons,STOCK,12
4694,TABLE 53. Nominal Value of Short Term Loans and Placements Market ($ million),5232.0 Australian National Accounts: Finance and Wealth,Amounts outstanding at end of period ;  Other broad money Institutions ;  Other financial corporations ;,Original,A130188041K,Quarter,1988-06-01,2023-12-01,143,$ Millions,STOCK_CLOSE,3
36109,"TABLE 53. Value of Non-residential Building Work Done, by Sector, Victoria: Original","8752.0 Building Activity, Australia",Value of work done during quarter ;  Victoria ;  Total Sectors ;  Other Non-residential - Total ;,Original,A1020108W,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
88226,"TABLE 54. Estimated Resident Population By Single Year Of Age, South Australia","3101.0 National, state and territory population",Estimated Resident Population ;  Persons ;  3 ;,Original,A2157610J,Annual,1971-06-01,2023-06-01,53,Persons,STOCK,12
5635,TABLE 54. Nominal Value of Long Term Loans and Placements Market ($ million),5232.0 Australian National Accounts: Finance and Wealth,Amounts outstanding at end of period ;  Other financial corporations ;  Households ;,Original,A3571499W,Quarter,1988-06-01,2023-12-01,143,$ Millions,STOCK_CLOSE,3
38059,"TABLE 54. Value of Non-residential Building Work Done, by Sector, Queensland: Original","8752.0 Building Activity, Australia",Value of work done during quarter ;  Queensland ;  Total Sectors ;  Other non-residential n.e.c. ;,Original,A1275129A,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
87817,"TABLE 55. Estimated Resident Population By Single Year Of Age, Western Australia","3101.0 National, state and territory population",Estimated Resident Population ;  Female ;  11 ;,Original,A2157820F,Annual,1971-06-01,2023-06-01,53,Persons,STOCK,12
37657,"TABLE 55. Value of Non-residential Building Work Done, by Sector, South Australia: Original","8752.0 Building Activity, Australia",Value of work done during quarter ;  South Australia ;  Total Sectors ;  Transport buildings ;,Original,A1278967T,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
87093,"TABLE 56. Estimated Resident Population By Single Year Of Age, Tasmania","3101.0 National, state and territory population",Estimated Resident Population ;  Male ;  29 ;,Original,A2158040K,Annual,1971-06-01,2023-06-01,53,Persons,STOCK,12
34932,"TABLE 56. Value of Non-residential Building Work Done, by Sector, Western Australia: Original","8752.0 Building Activity, Australia",Value of work done during quarter ;  Western Australia ;  Total Sectors ;  Other Non-residential - Total ;,Original,A1457173V,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
86984,"TABLE 57. Estimated Resident Population By Single Year Of Age, Northern Territory","3101.0 National, state and territory population",Estimated Resident Population ;  Persons ;  21 ;,Original,A2158537T,Annual,1971-06-01,2023-06-01,53,Persons,STOCK,12
34703,"TABLE 57. Value of Non-residential Building Work Done, by Sector, Tasmania: Original","8752.0 Building Activity, Australia",Value of work done during quarter ;  Tasmania ;  Public Sector ;  Other Non-residential - Total ;,Original,A1580528X,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
88560,"TABLE 58. Estimated Resident Population By Single Year Of Age, Australian Capital Territory","3101.0 National, state and territory population",Estimated Resident Population ;  Persons ;  34 ;,Original,A2158853V,Annual,1971-06-01,2023-06-01,53,Persons,STOCK,12
38505,"TABLE 58. Value of Non-residential Building Work Done, by Sector, Northern Territory: Original","8752.0 Building Activity, Australia",Value of work done during quarter ;  Northern Territory ;  Total Sectors ;  Other Non-residential - Total ;,Original,A1679728T,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
87607,"TABLE 59. Estimated Resident Population By Single Year Of Age, Australia","3101.0 National, state and territory population",Estimated Resident Population ;  Persons ;  3 ;,Original,A2159125R,Annual,1971-06-01,2023-06-01,53,Persons,STOCK,12
37252,"TABLE 59. Value of Non-residential Building Work Done, by Sector, Australian Capital Territory: Original","8752.0 Building Activity, Australia",Value of work done during quarter ;  Australian Capital Territory ;  Private Sector ;  Commercial buildings n.e.c. ;,Original,A1811637T,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
29889,"TABLE 6. Average Weekly Earnings, Private Sector - Australia (Dollars) - Original","6302.0 Average Weekly Earnings, Australia",Standard Errors ;  Earnings; Males; Full Time; Adult; Total earnings ;  Private sector ;,Original,A85032027A,Biannual,2009-05-15,2023-11-15,30,$,RATIO,2
44161,"TABLE 6. CPI: Group, Sub-group and Expenditure Class Contribution to Change in All Groups Indexes, by Capital City","6401.0 Consumer Price Index, Australia","Change in Contribution to Total CPI ;  Medical, dental and hospital services ;  Melbourne ;",Original,A3603661L,Quarter,2023-09-01,2023-12-01,2,Index Points,DERIVED,3
84639,"TABLE 6. FRIENDLY SOCIETIES, Unconsolidated assets, Amounts outstanding at end of period","5655.0 Managed Funds, Australia",TOTAL LIABILITIES ;,Original,A3580722V,Quarter,1988-06-01,2023-12-01,143,$ Millions,STOCK_CLOSE,3
10887,TABLE 6. Financial Assets and Liabilities of Non-Financial Corporations ($ million),5232.0 Australian National Accounts: Finance and Wealth,Net transactions during period ;  Liabilities ;  Other accounts payable ;  Rest of world ;,Original,A3398496V,Quarter,1988-06-01,2023-12-01,143,$ Millions,FLOW,3
33558,TABLE 6. GOODS CREDITS,"5302.0 Balance of Payments and International Investment Position, Australia",Current Prices ;  Total goods credits ;,Original,A3533956J,Quarter,1959-09-01,2023-12-01,258,$ Millions,FLOW,3
53186,"TABLE 6. GOODS DEBITS, Seasonally adjusted, Current prices",5368.0 International Trade in Goods,"Food and beverages, mainly for industry ;",Seasonally Adjusted,A2718620W,Month,1971-07-01,2024-02-01,632,$ Millions,FLOW,1
42695,"TABLE 6. INCOME FROM SALES OF GOODS AND SERVICES, Current prices","5676.0 Business Indicators, Australia",Sales ;  Total (State) ;  Wholesale trade ;  Current Price ;  TOTAL (SCP_SCOPE) ;,Original,A3531351F,Quarter,1989-06-01,2023-12-01,139,$ Millions,FLOW,3
98536,"TABLE 6. Quarterly Retail Turnover Percentage Change, Volume and Price, Seasonally adjusted - By State","8501.0 Retail Trade, Australia",Implicit Price Deflators - Percentage change from preceding quarter ;  Total (State) ;  Total (Industry) ;,Seasonally Adjusted,A3350479A,Quarter,1983-09-01,2023-12-01,162,Percent,PERCENT,3
35034,"TABLE 60. Value of Non-residential Building Work Commenced, by Sector, Australia: Original","8752.0 Building Activity, Australia",Value of work commenced ;  Total Sectors ;  Commercial buildings n.e.c. ;,Original,A751850F,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
34483,"TABLE 61. Value of Non-residential Building Work Commenced, by Sector, New South Wales: Original","8752.0 Building Activity, Australia",Value of work commenced ;  New South Wales ;  Private Sector ;  Industrial Buildings - Total ;,Original,A857488J,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
38174,"TABLE 62. Value of Non-residential Building Work Commenced, by Sector, Victoria: Original","8752.0 Building Activity, Australia",Value of work commenced ;  Victoria ;  Private Sector ;  Warehouses ;,Original,A1086060X,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
37390,"TABLE 63. Value of Non-residential Building Work Commenced, by Sector, Queensland: Original","8752.0 Building Activity, Australia",Value of work commenced ;  Queensland ;  Private Sector ;  Transport buildings ;,Original,A1124458T,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
36611,"TABLE 64. Value of Non-residential Building Work Commenced, by Sector, South Australia: Original","8752.0 Building Activity, Australia",Value of work commenced ;  South Australia ;  Private Sector ;  Offices ;,Original,A1370417A,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
36507,"TABLE 65. Value of Non-residential Building Work Commenced, by Sector, Western Australia: Original","8752.0 Building Activity, Australia",Value of work commenced ;  Western Australia ;  Private Sector ;  Other Non-residential - Total ;,Original,A1457141A,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
35614,"TABLE 66. Value of Non-residential Building Work Commenced, by Sector, Tasmania: Original","8752.0 Building Activity, Australia",Value of work commenced ;  Tasmania ;  Private Sector ;  Industrial Buildings - Total ;,Original,A1577156L,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
35253,"TABLE 67. Value of Non-residential Building Work Commenced, by Sector, Northern Territory: Original","8752.0 Building Activity, Australia",Value of work commenced ;  Northern Territory ;  Private Sector ;  Short term accommodation buildings ;,Original,A1659360J,Quarter,2001-09-01,2023-12-01,90,$'000,FLOW,3
